verification_result_id;verification_id;fc;temperature;temperature_min;consumption;consumption_max;ok
4252;2216;866300000;34;30;0.1005257035766521;1;t
4253;2216;922300000;34;30;0.0997801251201749;1;t
4254;2217;868130000;35.5;30;0.1010488029945059;1;t
4255;2218;922300000;35;30;0.09985807974055534;1;t
4256;2219;869525000;35;30;0.1006790901368178;1;t
4257;2219;905200000;35;30;0.1005089499320578;1;t
4258;2219;922200000;35;30;0.1009602474706323;1;t
4259;2219;922300000;35;30;0.1009166151571202;1;t
4260;2219;866300000;35;30;0.1017910686829508;1;t
4261;2220;866300000;35;30;0.09926943077719733;1;t
4262;2220;922300000;35.5;30;0.1006037017608088;1;t
4263;2221;868130000;35;30;0.1021483889308839;1;t
4264;2222;922300000;34.5;30;0.1010377012816004;1;t
